survived;pclass;sex;age;sibsp;parch;fare;embarked;class;who;adult_male;deck;embark_town;alive;alone
0;3;male;47;0;0;7.25;S;Third;man;True;;Southampton;no;True
0;3;female;;0;2;7.75;Q;Third;woman;False;;Queenstown;no;False
0;2;male;37;1;0;26.00;S;Second;man;True;;Southampton;no;False
0;3;male;36;1;1;24.15;S;Third;man;True;;Southampton;no;False
1;2;female;;0;0;33.00;S;Second;woman;False;;Southampton;yes;True
0;3;male;49;0;0;0.00;S;Third;man;True;;Southampton;no;True
0;3;male;;0;0;7.23;C;Third;man;True;;Cherbourg;no;True
1;1;male;49;1;0;56.93;C;First;man;True;A;Cherbourg;yes;False
1;2;female;24;2;1;27.00;S;Second;woman;False;;Southampton;yes;False
0;3;male;;0;0;7.90;S;Third;man;True;;Southampton;no;True
0;1;male;;0;0;42.40;S;First;man;True;;Southampton;no;True
0;3;male;44;0;0;8.05;S;Third;man;True;;Southampton;no;True
1;1;male;35;0;0;26.55;C;First;man;True;;Cherbourg;yes;True
0;3;male;36;1;0;15.55;S;Third;man;True;;Southampton;no;False
0;3;male;30;0;0;7.90;S;Third;man;True;;Southampton;no;True
1;1;male;27;0;0;30.50;S;First;man;True;;Southampton;yes;True
1;2;female;22;1;2;41.58;C;Second;woman;False;;Cherbourg;yes;False
1;1;female;40;0;0;153.46;S;First;woman;False;C;Southampton;yes;True
0;3;female;39;1;5;31.28;S;Third;woman;False;;Southampton;no;False
0;3;male;;0;0;7.05;S;Third;man;True;;Southampton;no;True
1;3;female;;1;0;15.50;Q;Third;woman;False;;Queenstown;yes;False
0;3;male;;0;0;7.75;Q;Third;man;True;;Queenstown;no;True
0;3;male;35;0;0;8.05;S;Third;man;True;;Southampton;no;True
1;2;female;24;1;2;65.00;S;Second;woman;False;;Southampton;yes;False
0;3;male;34;1;1;14.40;S;Third;man;True;;Southampton;no;False
0;3;female;26;1;0;16.10;S;Third;woman;False;;Southampton;no;False
1;2;female;4;2;1;39.00;S;Second;child;False;F;Southampton;yes;False
0;2;male;26;0;0;10.50;S;Second;man;True;;Southampton;no;True
0;3;male;27;1;0;14.45;C;Third;man;True;;Cherbourg;no;False
1;1;male;42;1;0;52.55;S;First;man;True;D;Southampton;yes;False
1;3;male;20;1;1;15.74;C;Third;man;True;;Cherbourg;yes;False
0;3;male;21;0;0;7.85;S;Third;man;True;;Southampton;no;True
0;3;male;21;0;0;16.10;S;Third;man;True;;Southampton;no;True
0;1;male;61;0;0;32.32;S;First;man;True;D;Southampton;no;True
0;2;male;57;0;0;12.35;Q;Second;man;True;;Queenstown;no;True
1;1;female;21;0;0;77.96;S;First;woman;False;D;Southampton;yes;True
0;3;male;26;0;0;7.90;S;Third;man;True;;Southampton;no;True
0;3;male;;0;0;7.73;Q;Third;man;True;;Queenstown;no;True
1;1;male;80;0;0;30.00;S;First;man;True;A;Southampton;yes;True
0;3;male;51;0;0;7.05;S;Third;man;True;;Southampton;no;True
1;1;male;32;0;0;30.50;C;First;man;True;B;Cherbourg;yes;True
0;1;male;;0;0;0.00;S;First;man;True;;Southampton;no;True
0;3;female;9;3;2;27.90;S;Third;child;False;;Southampton;no;False
1;2;female;28;0;0;13.00;S;Second;woman;False;;Southampton;yes;True
0;3;male;32;0;0;7.93;S;Third;man;True;;Southampton;no;True
0;2;male;31;1;1;26.25;S;Second;man;True;;Southampton;no;False
0;3;female;41;0;5;39.69;S;Third;woman;False;;Southampton;no;False
0;3;male;;1;0;16.10;S;Third;man;True;;Southampton;no;False
0;3;male;20;0;0;7.85;S;Third;man;True;;Southampton;no;True
1;1;female;24;0;0;69.30;C;First;woman;False;B;Cherbourg;yes;True
0;3;female;2;3;2;27.90;S;Third;child;False;;Southampton;no;False
1;3;male;;0;0;56.50;S;Third;man;True;;Southampton;yes;True
1;3;female;0.75;2;1;19.26;C;Third;child;False;;Cherbourg;yes;False
1;1;male;48;1;0;76.73;C;First;man;True;D;Cherbourg;yes;False
0;3;male;19;0;0;7.90;S;Third;man;True;;Southampton;no;True
1;1;male;56;0;0;35.50;C;First;man;True;A;Cherbourg;yes;True
0;3;male;;0;0;7.55;S;Third;man;True;;Southampton;no;True
1;3;female;23;0;0;7.55;S;Third;woman;False;;Southampton;yes;True
0;3;male;;0;0;7.90;S;Third;man;True;;Southampton;no;True
1;2;female;18;0;1;23.00;S;Second;woman;False;;Southampton;yes;False
0;3;male;21;0;0;8.43;S;Third;man;True;;Southampton;no;True
1;3;female;;0;0;7.83;Q;Third;woman;False;;Queenstown;yes;True
0;3;female;18;0;0;6.75;Q;Third;woman;False;;Queenstown;no;True
0;2;male;24;2;0;73.50;S;Second;man;True;;Southampton;no;False
0;3;male;;0;0;7.90;S;Third;man;True;;Southampton;no;True
0;3;female;32;1;1;15.50;Q;Third;woman;False;;Queenstown;no;False
0;2;male;23;0;0;13.00;S;Second;man;True;;Southampton;no;True
0;1;male;58;0;2;113.28;C;First;man;True;D;Cherbourg;no;False
1;1;male;50;2;0;133.65;S;First;man;True;;Southampton;yes;False
0;3;male;40;0;0;7.23;C;Third;man;True;;Cherbourg;no;True
0;1;male;47;0;0;25.59;S;First;man;True;E;Southampton;no;True
0;3;male;36;0;0;7.50;S;Third;man;True;;Southampton;no;True
1;3;male;20;1;0;7.93;S;Third;man;True;;Southampton;yes;False
0;2;male;32;2;0;73.50;S;Second;man;True;;Southampton;no;False
0;2;male;25;0;0;13.00;S;Second;man;True;;Southampton;no;True
0;3;male;;0;0;7.78;S;Third;man;True;;Southampton;no;True
0;3;male;43;0;0;8.05;S;Third;man;True;;Southampton;no;True
1;1;female;;1;0;52.00;S;First;woman;False;C;Southampton;yes;False
1;2;female;40;1;1;39.00;S;Second;woman;False;;Southampton;yes;False
0;1;male;31;1;0;52.00;S;First;man;True;B;Southampton;no;False
0;2;male;70;0;0;10.50;S;Second;man;True;;Southampton;no;True
1;2;male;31;0;0;13.00;S;Second;man;True;;Southampton;yes;True
0;2;male;;0;0;0.00;S;Second;man;True;;Southampton;no;True
0;3;male;18;0;0;7.78;S;Third;man;True;;Southampton;no;True
0;3;male;24.5;0;0;8.05;S;Third;man;True;;Southampton;no;True
1;3;female;18;0;0;9.84;S;Third;woman;False;;Southampton;yes;True
0;3;female;43;1;6;46.90;S;Third;woman;False;;Southampton;no;False
1;1;male;36;0;1;512.33;C;First;man;True;B;Cherbourg;yes;False
0;3;female;;0;0;8.14;Q;Third;woman;False;;Queenstown;no;True
1;1;male;27;0;0;76.73;C;First;man;True;D;Cherbourg;yes;True
0;3;male;20;0;0;9.23;S;Third;man;True;;Southampton;no;True
0;3;male;14;5;2;46.90;S;Third;child;False;;Southampton;no;False
0;2;male;60;1;1;39.00;S;Second;man;True;;Southampton;no;False
0;2;male;25;1;2;41.58;C;Second;man;True;;Cherbourg;no;False
0;3;male;14;4;1;39.69;S;Third;child;False;;Southampton;no;False
0;3;male;19;0;0;10.17;S;Third;man;True;;Southampton;no;True
0;3;male;18;0;0;7.80;S;Third;man;True;;Southampton;no;True
1;1;female;15;0;1;211.34;S;First;child;False;B;Southampton;yes;False
1;1;male;31;1;0;57.00;S;First;man;True;B;Southampton;yes;False
1;3;female;4;0;1;13.42;C;Third;child;False;;Cherbourg;yes;False
1;3;male;;0;0;56.50;S;Third;man;True;;Southampton;yes;True
0;3;male;25;0;0;7.23;C;Third;man;True;;Cherbourg;no;True
0;1;male;60;0;0;26.55;S;First;man;True;;Southampton;no;True
0;2;male;52;0;0;13.50;S;Second;man;True;;Southampton;no;True
0;3;male;44;0;0;8.05;S;Third;man;True;;Southampton;no;True
1;3;female;;0;0;7.73;Q;Third;woman;False;;Queenstown;yes;True
0;1;male;49;1;1;110.88;C;First;man;True;C;Cherbourg;no;False
0;3;male;42;0;0;7.65;S;Third;man;True;F;Southampton;no;True
1;1;female;18;1;0;227.53;C;First;woman;False;C;Cherbourg;yes;False
1;1;male;35;0;0;26.29;S;First;man;True;E;Southampton;yes;True
0;3;female;18;0;1;14.45;C;Third;woman;False;;Cherbourg;no;False
0;3;male;25;0;0;7.74;Q;Third;man;True;;Queenstown;no;True
0;3;male;26;1;0;7.85;S;Third;man;True;;Southampton;no;False
0;2;male;39;0;0;26.00;S;Second;man;True;;Southampton;no;True
1;2;female;45;0;0;13.50;S;Second;woman;False;;Southampton;yes;True
1;1;male;42;0;0;26.29;S;First;man;True;E;Southampton;yes;True
1;1;female;22;0;0;151.55;S;First;woman;False;;Southampton;yes;True
1;3;male;;1;1;15.25;C;Third;man;True;;Cherbourg;yes;False
1;1;female;24;0;0;49.50;C;First;woman;False;C;Cherbourg;yes;True
0;1;male;;0;0;26.55;S;First;man;True;C;Southampton;no;True
1;1;male;48;1;0;52.00;S;First;man;True;C;Southampton;yes;False
0;3;male;29;0;0;9.48;S;Third;man;True;;Southampton;no;True
0;2;male;52;0;0;13.00;S;Second;man;True;;Southampton;no;True
0;3;male;19;0;0;7.65;S;Third;man;True;F;Southampton;no;True
1;1;female;38;0;0;227.53;C;First;woman;False;C;Cherbourg;yes;True
1;2;female;27;0;0;10.50;S;Second;woman;False;E;Southampton;yes;True
0;3;male;;0;0;15.50;Q;Third;man;True;;Queenstown;no;True
0;3;male;33;0;0;7.78;S;Third;man;True;;Southampton;no;True
1;2;female;6;0;1;33.00;S;Second;child;False;;Southampton;yes;False
0;3;male;17;1;0;7.05;S;Third;man;True;;Southampton;no;False
0;2;male;34;0;0;13.00;S;Second;man;True;;Southampton;no;True
0;2;male;50;0;0;13.00;S;Second;man;True;;Southampton;no;True
1;1;male;27;1;0;53.10;S;First;man;True;E;Southampton;yes;False
0;3;male;20;0;0;8.66;S;Third;man;True;;Southampton;no;True
1;2;female;30;3;0;21.00;S;Second;woman;False;;Southampton;yes;False
1;3;female;;0;0;7.74;Q;Third;woman;False;;Queenstown;yes;True
0;2;male;25;1;0;26.00;S;Second;man;True;;Southampton;no;False
0;3;female;25;1;0;7.93;S;Third;woman;False;;Southampton;no;False
1;1;female;29;0;0;211.34;S;First;woman;False;B;Southampton;yes;True
0;3;male;11;0;0;18.79;C;Third;child;False;;Cherbourg;no;True
0;2;male;;0;0;0.00;S;Second;man;True;;Southampton;no;True
0;2;male;23;0;0;13.00;S;Second;man;True;;Southampton;no;True
0;2;male;23;0;0;13.00;S;Second;man;True;;Southampton;no;True
0;3;male;28.5;0;0;16.10;S;Third;man;True;;Southampton;no;True
0;3;female;48;1;3;34.38;S;Third;woman;False;;Southampton;no;False
1;1;male;35;0;0;512.33;C;First;man;True;B;Cherbourg;yes;True
0;3;male;;0;0;7.90;S;Third;man;True;;Southampton;no;True
0;3;male;;0;0;7.90;S;Third;man;True;;Southampton;no;True
1;1;male;;0;0;30.00;S;First;man;True;D;Southampton;yes;True
0;1;male;36;1;0;78.85;S;First;man;True;C;Southampton;no;False
1;1;female;21;2;2;262.38;C;First;woman;False;B;Cherbourg;yes;False
0;3;male;24;1;0;16.10;S;Third;man;True;;Southampton;no;False
1;3;male;31;0;0;7.93;S;Third;man;True;;Southampton;yes;True
0;1;male;70;1;1;71.00;S;First;man;True;B;Southampton;no;False
0;3;male;16;1;1;20.25;S;Third;man;True;;Southampton;no;False
1;2;female;30;0;0;13.00;S;Second;woman;False;;Southampton;yes;True
0;1;male;19;1;0;53.10;S;First;man;True;D;Southampton;no;False
0;3;male;31;0;0;7.75;Q;Third;man;True;;Queenstown;no;True
1;2;female;4;1;1;23.00;S;Second;child;False;;Southampton;yes;False
1;3;male;6;0;1;12.48;S;Third;child;False;E;Southampton;yes;False
0;3;male;33;0;0;9.50;S;Third;man;True;;Southampton;no;True
0;3;male;23;0;0;7.90;S;Third;man;True;;Southampton;no;True
1;2;female;48;1;2;65.00;S;Second;woman;False;;Southampton;yes;False
1;2;male;0.67;1;1;14.50;S;Second;child;False;;Southampton;yes;False
0;3;male;28;0;0;7.80;S;Third;man;True;;Southampton;no;True
0;2;male;18;0;0;11.50;S;Second;man;True;;Southampton;no;True
0;3;male;34;0;0;8.05;S;Third;man;True;;Southampton;no;True
1;1;female;33;0;0;86.50;S;First;woman;False;B;Southampton;yes;True
0;3;male;;0;0;14.50;S;Third;man;True;;Southampton;no;True
0;3;male;41;0;0;7.13;S;Third;man;True;;Southampton;no;True
1;3;male;20;0;0;7.23;C;Third;man;True;;Cherbourg;yes;True
1;1;female;36;1;2;120.00;S;First;woman;False;B;Southampton;yes;False
0;3;male;16;0;0;7.78;S;Third;man;True;;Southampton;no;True
1;1;female;51;1;0;77.96;S;First;woman;False;D;Southampton;yes;False
0;1;male;;0;0;39.60;C;First;man;True;;Cherbourg;no;True
0;3;female;30.5;0;0;7.75;Q;Third;woman;False;;Queenstown;no;True
0;3;male;;1;0;24.15;Q;Third;man;True;;Queenstown;no;False
0;3;male;32;0;0;8.36;S;Third;man;True;;Southampton;no;True
0;3;male;24;0;0;9.50;S;Third;man;True;;Southampton;no;True
0;3;male;48;0;0;7.85;S;Third;man;True;;Southampton;no;True
0;2;female;57;0;0;10.50;S;Second;woman;False;E;Southampton;no;True
0;3;male;;0;0;7.23;C;Third;man;True;;Cherbourg;no;True
1;2;female;54;1;3;23.00;S;Second;woman;False;;Southampton;yes;False
0;3;male;18;0;0;7.75;S;Third;man;True;;Southampton;no;True
0;3;male;;0;0;7.75;Q;Third;man;True;F;Queenstown;no;True
1;3;female;5;0;0;12.48;S;Third;child;False;;Southampton;yes;True
0;3;male;;0;0;7.74;Q;Third;man;True;;Queenstown;no;True
1;1;female;43;0;1;211.34;S;First;woman;False;B;Southampton;yes;False
1;3;female;13;0;0;7.23;C;Third;child;False;;Cherbourg;yes;True
1;1;female;17;1;0;57.00;S;First;woman;False;B;Southampton;yes;False
0;1;male;29;0;0;30.00;S;First;man;True;D;Southampton;no;True
0;3;male;;1;2;23.45;S;Third;man;True;;Southampton;no;False
0;3;male;25;0;0;7.05;S;Third;man;True;;Southampton;no;True
0;3;male;25;0;0;7.25;S;Third;man;True;;Southampton;no;True
1;3;female;18;0;0;7.50;S;Third;woman;False;;Southampton;yes;True
0;3;male;8;4;1;29.13;Q;Third;child;False;;Queenstown;no;False
1;3;male;1;1;2;20.58;S;Third;child;False;;Southampton;yes;False
0;1;male;46;0;0;79.20;C;First;man;True;B;Cherbourg;no;True
0;3;male;;0;0;7.75;Q;Third;man;True;;Queenstown;no;True
0;2;male;16;0;0;26.00;S;Second;man;True;;Southampton;no;True
0;3;female;;8;2;69.55;S;Third;woman;False;;Southampton;no;False
0;1;male;;0;0;30.70;C;First;man;True;;Cherbourg;no;True
0;3;male;25;0;0;7.90;S;Third;man;True;;Southampton;no;True
0;2;male;39;0;0;13.00;S;Second;man;True;;Southampton;no;True
1;1;female;49;0;0;25.93;S;First;woman;False;D;Southampton;yes;True
1;3;female;31;0;0;8.68;S;Third;woman;False;;Southampton;yes;True
0;3;male;30;0;0;7.23;C;Third;man;True;;Cherbourg;no;True
0;3;female;30;1;1;24.15;S;Third;woman;False;;Southampton;no;False
0;2;male;34;0;0;13.00;S;Second;man;True;;Southampton;no;True
1;2;female;31;1;1;26.25;S;Second;woman;False;;Southampton;yes;False
1;1;male;11;1;2;120.00;S;First;child;False;B;Southampton;yes;False
1;3;male;0.42;0;1;8.52;C;Third;child;False;;Cherbourg;yes;False
1;3;male;27;0;0;6.98;S;Third;man;True;;Southampton;yes;True
0;3;male;31;0;0;7.78;S;Third;man;True;;Southampton;no;True
0;1;male;39;0;0;0.00;S;First;man;True;A;Southampton;no;True
0;3;female;18;0;0;7.78;S;Third;woman;False;;Southampton;no;True
0;2;male;39;0;0;13.00;S;Second;man;True;;Southampton;no;True
1;1;female;33;1;0;53.10;S;First;woman;False;E;Southampton;yes;False
0;3;male;26;0;0;7.89;S;Third;man;True;;Southampton;no;True
0;3;male;39;0;0;24.15;S;Third;man;True;;Southampton;no;True
0;2;male;35;0;0;10.50;S;Second;man;True;;Southampton;no;True
0;3;female;6;4;2;31.28;S;Third;child;False;;Southampton;no;False
0;3;male;30.5;0;0;8.05;S;Third;man;True;;Southampton;no;True
0;1;male;;0;0;0.00;S;First;man;True;B;Southampton;no;True
0;3;female;23;0;0;7.93;S;Third;woman;False;;Southampton;no;True
0;2;male;31;1;1;37.00;C;Second;man;True;;Cherbourg;no;False
0;3;male;43;0;0;6.45;S;Third;man;True;;Southampton;no;True
0;3;male;10;3;2;27.90;S;Third;child;False;;Southampton;no;False
1;1;female;52;1;1;93.50;S;First;woman;False;B;Southampton;yes;False
1;3;male;27;0;0;8.66;S;Third;man;True;;Southampton;yes;True
0;1;male;38;0;0;0.00;S;First;man;True;;Southampton;no;True
1;3;female;27;0;1;12.48;S;Third;woman;False;E;Southampton;yes;False
0;3;male;2;4;1;39.69;S;Third;child;False;;Southampton;no;False
0;3;male;;0;0;6.95;Q;Third;man;True;;Queenstown;no;True
0;3;male;;0;0;56.50;S;Third;man;True;;Southampton;no;True
1;2;male;1;0;2;37.00;C;Second;child;False;;Cherbourg;yes;False
1;3;male;;0;0;7.75;Q;Third;man;True;;Queenstown;yes;True
1;1;female;62;0;0;80.00;;First;woman;False;B;;yes;True
1;3;female;15;1;0;14.45;C;Third;child;False;;Cherbourg;yes;False
1;2;male;0.83;1;1;18.75;S;Second;child;False;;Southampton;yes;False
0;3;male;;0;0;7.23;C;Third;man;True;;Cherbourg;no;True
0;3;male;23;0;0;7.85;S;Third;man;True;;Southampton;no;True
0;3;male;18;0;0;8.30;S;Third;man;True;;Southampton;no;True
1;1;female;39;1;1;83.16;C;First;woman;False;E;Cherbourg;yes;False
0;3;male;21;0;0;8.66;S;Third;man;True;;Southampton;no;True
0;3;male;;0;0;8.05;S;Third;man;True;;Southampton;no;True
1;3;male;32;0;0;56.50;S;Third;man;True;;Southampton;yes;True
1;1;male;;0;0;29.70;C;First;man;True;C;Cherbourg;yes;True
0;3;male;20;0;0;7.93;S;Third;man;True;;Southampton;no;True
0;2;male;16;0;0;10.50;S;Second;man;True;;Southampton;no;True
1;1;female;30;0;0;31.00;C;First;woman;False;;Cherbourg;yes;True
0;3;male;34.5;0;0;6.44;C;Third;man;True;;Cherbourg;no;True
0;3;male;17;0;0;8.66;S;Third;man;True;;Southampton;no;True
0;3;male;42;0;0;7.55;S;Third;man;True;;Southampton;no;True
0;3;male;;8;2;69.55;S;Third;man;True;;Southampton;no;False
0;3;male;35;0;0;7.90;C;Third;man;True;;Cherbourg;no;True
0;2;male;28;0;1;33.00;S;Second;man;True;;Southampton;no;False
1;1;female;;1;0;89.10;C;First;woman;False;C;Cherbourg;yes;False
0;3;male;4;4;2;31.28;S;Third;child;False;;Southampton;no;False
0;3;male;74;0;0;7.78;S;Third;man;True;;Southampton;no;True
0;3;female;9;1;1;15.25;C;Third;child;False;;Cherbourg;no;False
1;1;female;16;0;1;39.40;S;First;woman;False;D;Southampton;yes;False
0;2;female;44;1;0;26.00;S;Second;woman;False;;Southampton;no;False
1;3;female;18;0;1;9.35;S;Third;woman;False;;Southampton;yes;False
1;1;female;45;1;1;164.87;S;First;woman;False;;Southampton;yes;False
1;1;male;51;0;0;26.55;S;First;man;True;E;Southampton;yes;True
1;3;female;24;0;3;19.26;C;Third;woman;False;;Cherbourg;yes;False
0;3;male;;0;0;7.23;C;Third;man;True;;Cherbourg;no;True
0;3;male;41;2;0;14.11;S;Third;man;True;;Southampton;no;False
0;2;male;21;1;0;11.50;S;Second;man;True;;Southampton;no;False
1;1;female;48;0;0;25.93;S;First;woman;False;D;Southampton;yes;True
0;3;female;;8;2;69.55;S;Third;woman;False;;Southampton;no;False
0;2;male;24;0;0;13.00;S;Second;man;True;;Southampton;no;True
1;2;female;42;0;0;13.00;S;Second;woman;False;;Southampton;yes;True
1;2;female;27;1;0;13.86;C;Second;woman;False;;Cherbourg;yes;False
0;1;male;31;0;0;50.50;S;First;man;True;A;Southampton;no;True
0;3;male;;0;0;9.50;S;Third;man;True;;Southampton;no;True
1;3;male;4;1;1;11.13;S;Third;child;False;;Southampton;yes;False
0;3;male;26;0;0;7.90;S;Third;man;True;;Southampton;no;True
1;1;female;47;1;1;52.55;S;First;woman;False;D;Southampton;yes;False
0;1;male;33;0;0;5.00;S;First;man;True;B;Southampton;no;True
0;3;male;47;0;0;9.00;S;Third;man;True;;Southampton;no;True
1;2;female;28;1;0;24.00;C;Second;woman;False;;Cherbourg;yes;False
1;3;female;15;0;0;7.23;C;Third;child;False;;Cherbourg;yes;True
0;3;male;20;0;0;9.85;S;Third;man;True;;Southampton;no;True
0;3;male;19;0;0;7.90;S;Third;man;True;;Southampton;no;True
0;3;male;;0;0;7.90;S;Third;man;True;;Southampton;no;True
1;1;female;56;0;1;83.16;C;First;woman;False;C;Cherbourg;yes;False
1;2;female;25;0;1;26.00;S;Second;woman;False;;Southampton;yes;False
0;3;male;33;0;0;7.90;S;Third;man;True;;Southampton;no;True
0;3;female;22;0;0;10.52;S;Third;woman;False;;Southampton;no;True
0;2;male;28;0;0;10.50;S;Second;man;True;;Southampton;no;True
0;3;male;25;0;0;7.05;S;Third;man;True;;Southampton;no;True
0;3;female;39;0;5;29.13;Q;Third;woman;False;;Queenstown;no;False
0;2;male;27;0;0;13.00;S;Second;man;True;;Southampton;no;True
1;1;female;19;0;0;30.00;S;First;woman;False;B;Southampton;yes;True
0;3;female;;1;2;23.45;S;Third;woman;False;;Southampton;no;False
1;1;male;26;0;0;30.00;C;First;man;True;C;Cherbourg;yes;True
0;3;male;32;0;0;7.75;Q;Third;man;True;;Queenstown;no;True
